# Instance: eil101.tsp
# Method: simulated-annealing
# output: step cost
0 3654
0.000000 3406
0.000000 3323
0.000000 3020
0.000000 3004
0.000000 3004
0.000000 3004
0.000000 3004
0.000000 3004
0.000000 3004
0.000000 2998
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.000000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.001000 2968
0.002000 2968
0.002000 2968
0.002000 2968
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.002000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.003000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.004000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.005000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2788
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.006000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.008000 2769
0.008000 2769
